speed_x,altitude,course,courseVariation,accX,accY,accZ,roll,pitch,yaw,distanceAheadVehicle,timeOfImpactAheadVehicle,behaviour
140.66,597.58,236.24,0.3871,-0.012,-0.0125,-0.0055,-1.509,0.001,0.3075,-1,-1,AGGRESSIVE
140.42,597.66,236.28,0.4222,0.013,0,-0.003,-1.506,0.001,0.308,-1,-1,AGGRESSIVE
140.18,597.74,236.32,0.4573,0.018,-0.011,0.005,-1.504,0.001,0.308,-1,-1,AGGRESSIVE
139.94,597.82,236.36,0.4924,-0.006,-0.023,0.003,-1.503,0,0.308,-1,-1,AGGRESSIVE
139.7,597.9,236.4,0.5275,-0.0115,-0.0135,0.004,-1.501,0.0015,0.3085,-1,-1,AGGRESSIVE
139.46,597.98,236.44,0.5626,-0.017,-0.004,0.005,-1.499,0.003,0.309,-1,-1,AGGRESSIVE
139.22,598.06,236.48,0.5977,-0.0145,-0.005,0.001,-1.5005,0.003,0.3095,-1,-1,AGGRESSIVE
138.98,598.14,236.52,0.6328,-0.012,-0.006,-0.003,-1.502,0.003,0.31,-1,-1,AGGRESSIVE
138.74,598.22,236.56,0.6679,-0.04,0.007,0.004,-1.502,0.003,0.31,-1,-1,AGGRESSIVE
138.5,598.3,236.6,0.703,-0.026,-0.007,-0.001,-1.505,0.003,0.31,-1,-1,AGGRESSIVE
138.46,598.28,236.6,0.6679,-0.01,0.004,0.008,-1.5035,0.0015,0.3095,74.69,1.94,AGGRESSIVE
138.42,598.26,236.6,0.6328,0.006,0.015,0.017,-1.502,0,0.309,74.635,1.94,AGGRESSIVE
138.38,598.24,236.6,0.5977,-0.003,0.011,0.028,-1.506,-0.002,0.309,74.58,1.94,AGGRESSIVE
138.34,598.22,236.6,0.5626,-0.014,-0.007,0.028,-1.513,-0.004,0.308,-1,-1,AGGRESSIVE
138.3,598.2,236.6,0.5275,-0.0095,-0.01,0.028,-1.514,-0.004,0.308,-1,-1,AGGRESSIVE
138.26,598.18,236.6,0.4924,-0.005,-0.013,0.028,-1.515,-0.004,0.308,-1,-1,AGGRESSIVE
138.22,598.16,236.6,0.4573,0.007,-0.003,0.019,-1.517,-0.005,0.308,-1,-1,AGGRESSIVE
138.18,598.14,236.6,0.4222,-0.017,-0.002,0.027,-1.521,-0.005,0.307,-1,-1,AGGRESSIVE
138.14,598.12,236.6,0.3871,-0.035,-0.004,-0.005,-1.525,-0.006,0.307,-1,-1,AGGRESSIVE
138.1,598.1,236.6,0.352,0.017,0.003,-0.003,-1.529,-0.005,0.307,-1,-1,AGGRESSIVE
138.19,597.99,236.56,0.352,-0.072,0.014,-0.033,-1.53,-0.007,0.307,-1,-1,AGGRESSIVE
138.28,597.88,236.52,0.352,-0.06,-0.009,0.011,-1.533,-0.009,0.306,-1,-1,AGGRESSIVE
138.37,597.77,236.48,0.352,0.031,0.002,-0.018,-1.534,-0.008,0.306,-1,-1,AGGRESSIVE
138.46,597.66,236.44,0.352,0.026,0.013,-0.022,-1.531,-0.007,0.306,-1,-1,AGGRESSIVE
138.55,597.55,236.4,0.352,-0.039,-0.016,-0.003,-1.533,-0.006,0.305,-1,-1,AGGRESSIVE
138.64,597.44,236.36,0.352,-0.06,-0.022,-0.001,-1.534,-0.004,0.305,-1,-1,AGGRESSIVE
138.73,597.33,236.32,0.352,-0.013,-0.007,-0.005,-1.533,-0.005,0.305,-1,-1,AGGRESSIVE
138.82,597.22,236.28,0.352,0.016,-0.056,-0.021,-1.531,-0.005,0.305,-1,-1,AGGRESSIVE
138.91,597.11,236.24,0.352,0.012,0.01,-0.017,-1.531,-0.005,0.305,-1,-1,AGGRESSIVE
139,597,236.2,0.352,-0.015,-0.022,0.012,-1.532,-0.005,0.305,-1,-1,AGGRESSIVE
138.88,597.17,236.2,0.352,-0.01,-0.013,-0.004,-1.534,-0.004,0.305,-1,-1,AGGRESSIVE
138.76,597.34,236.2,0.352,-0.042,0.02,-0.029,-1.531,-0.006,0.305,-1,-1,AGGRESSIVE
138.64,597.51,236.2,0.352,-0.118,-0.002,0.011,-1.532,-0.007,0.305,-1,-1,AGGRESSIVE
138.52,597.68,236.2,0.352,-0.01,-0.048,0.029,-1.532,-0.006,0.305,-1,-1,AGGRESSIVE
138.4,597.85,236.2,0.352,0.016,-0.051,-0.015,-1.532,-0.005,0.305,-1,-1,AGGRESSIVE
138.28,598.02,236.2,0.352,0.006,-0.015,0.003,-1.534,0.001,0.305,-1,-1,AGGRESSIVE
138.16,598.19,236.2,0.352,-0.001,-0.015,-0.018,-1.532,0,0.306,-1,-1,AGGRESSIVE
138.04,598.36,236.2,0.352,0,-0.016,0.006,-1.53,0.002,0.306,-1,-1,AGGRESSIVE
137.92,598.53,236.2,0.352,-0.026,-0.022,0.011,-1.532,0.005,0.306,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.352,-0.027,-0.004,0.013,-1.536,0.003,0.306,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.3168,-0.05,-0.018,0.004,-1.535,0.004,0.307,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.2816,-0.039,-0.028,-0.001,-1.536,0.003,0.307,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.2464,0.024,0.007,0.001,-1.537,0.003,0.307,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.2112,0.01,0.001,0.009,-1.538,0.002,0.307,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.176,-0.047,-0.038,0.008,-1.54,0.001,0.307,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.1408,-0.003,-0.005,0.002,-1.543,0.005,0.308,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.1056,-0.082,0,-0.008,-1.545,0.007,0.308,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.0704,-0.03,-0.013,-0.006,-1.545,0.006,0.308,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0.0352,-0.038,-0.024,0.004,-1.548,0.009,0.309,-1,-1,AGGRESSIVE
137.8,598.7,236.2,0,-0.02,-0.011,0.013,-1.548,0.009,0.309,-1,-1,AGGRESSIVE
137.73,598.41,236.2,0,0.007,-0.028,-0.003,-1.549,0.013,0.31,-1,-1,AGGRESSIVE
137.66,598.12,236.2,0,-0.001,-0.023,0.01,-1.547,0.017,0.31,-1,-1,AGGRESSIVE
137.59,597.83,236.2,0,0.056,-0.062,0.034,-1.547,0.016,0.311,-1,-1,AGGRESSIVE
137.52,597.54,236.2,0,0.044,-0.01,0.003,-1.545,0.014,0.312,-1,-1,AGGRESSIVE
137.45,597.25,236.2,0,0.01,-0.027,0.004,-1.545,0.015,0.313,-1,-1,AGGRESSIVE
137.38,596.96,236.2,0,-0.014,-0.027,-0.047,-1.54,0.019,0.314,-1,-1,AGGRESSIVE
137.31,596.67,236.2,0,-0.047,-0.04,-0.019,-1.539,0.021,0.316,-1,-1,AGGRESSIVE
137.24,596.38,236.2,0,-0.056,-0.027,0.039,-1.538,0.022,0.317,-1,-1,AGGRESSIVE
137.17,596.09,236.2,0,-0.011,-0.021,0.002,-1.539,0.027,0.318,-1,-1,AGGRESSIVE
137.1,595.8,236.2,0,-0.04,0.004,-0.006,-1.54,0.03,0.318,-1,-1,AGGRESSIVE
136.99,595.87,236.17,0.0352,-0.008,-0.024,-0.004,-1.539,0.029,0.319,-1,-1,AGGRESSIVE
136.88,595.94,236.14,0.0704,-0.048,-0.046,0.029,-1.535,0.032,0.319,-1,-1,AGGRESSIVE
136.77,596.01,236.11,0.1056,-0.022,-0.006,0.006,-1.537,0.034,0.32,-1,-1,AGGRESSIVE
136.66,596.08,236.08,0.1408,-0.082,-0.031,-0.007,-1.539,0.035,0.322,-1,-1,AGGRESSIVE
136.55,596.15,236.05,0.176,-0.029,-0.039,0.019,-1.539,0.037,0.324,-1,-1,AGGRESSIVE
136.44,596.22,236.02,0.2112,-0.024,-0.023,-0.026,-1.539,0.037,0.325,-1,-1,AGGRESSIVE
136.33,596.29,235.99,0.2464,-0.064,-0.016,0.008,-1.539,0.039,0.326,-1,-1,AGGRESSIVE
136.22,596.36,235.96,0.2816,-0.021,-0.029,-0.001,-1.536,0.038,0.327,-1,-1,AGGRESSIVE
136.11,596.43,235.93,0.3168,-0.016,-0.037,0.02,-1.532,0.039,0.328,-1,-1,AGGRESSIVE
136,596.5,235.9,0.352,0.012,-0.007,0.018,-1.534,0.038,0.329,-1,-1,AGGRESSIVE
135.98,596.49,235.76,0.4574,-0.018,-0.041,-0.001,-1.536,0.041,0.331,-1,-1,AGGRESSIVE
135.96,596.48,235.62,0.5628,-0.024,-0.009,-0.01,-1.533,0.042,0.333,-1,-1,AGGRESSIVE
135.94,596.47,235.48,0.6682,-0.033,-0.017,0.014,-1.535,0.042,0.334,-1,-1,AGGRESSIVE
135.92,596.46,235.34,0.7736,-0.023,0.003,-0.016,-1.534,0.041,0.335,-1,-1,AGGRESSIVE
135.9,596.45,235.2,0.879,-0.011,0.02,-0.014,-1.531,0.038,0.335,-1,-1,AGGRESSIVE
135.88,596.44,235.06,0.9844,-0.033,0.019,0.003,-1.533,0.037,0.336,-1,-1,AGGRESSIVE
135.86,596.43,234.92,1.0898,-0.036,0.012,-0.009,-1.533,0.036,0.336,-1,-1,AGGRESSIVE
135.84,596.42,234.78,1.1952,0.014,0.022,-0.024,-1.535,0.035,0.337,-1,-1,AGGRESSIVE
135.82,596.41,234.64,1.3006,0.015,0.002,0.021,-1.537,0.035,0.337,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,0.014,0.019,-0.006,-1.54,0.033,0.338,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,0.017,-0.033,-0.016,-1.542,0.034,0.339,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,0.068,-0.023,0.016,-1.546,0.036,0.339,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,-0.037,0.029,-0.013,-1.548,0.037,0.34,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,-0.044,0.031,0,-1.546,0.034,0.34,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,-0.03,0.027,-0.058,-1.537,0.033,0.341,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,-0.074,0.01,-0.053,-1.535,0.032,0.341,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,-0.016,-0.011,-0.014,-1.534,0.031,0.341,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,0.009,-0.005,-0.011,-1.532,0.03,0.341,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,-0.029,0.013,-0.033,-1.533,0.032,0.342,-1,-1,AGGRESSIVE
135.8,596.4,234.5,1.406,0.001,0.014,0.01,-1.532,0.032,0.342,-1,-1,AGGRESSIVE
135.52,596.36,234.43,1.3357,0.015,0.017,-0.016,-1.531,0.034,0.343,-1,-1,AGGRESSIVE
135.24,596.32,234.36,1.2654,-0.019,-0.012,0.005,-1.53,0.036,0.343,-1,-1,AGGRESSIVE
134.96,596.28,234.29,1.1951,-0.053,0.025,0.007,-1.528,0.037,0.343,-1,-1,AGGRESSIVE
134.68,596.24,234.22,1.1248,0.014,0.01,-0.01,-1.528,0.036,0.343,-1,-1,AGGRESSIVE
134.4,596.2,234.15,1.0545,-0.012,0.018,0.005,-1.526,0.036,0.343,-1,-1,AGGRESSIVE
134.12,596.16,234.08,0.9842,-0.027,0.026,0.001,-1.526,0.035,0.343,-1,-1,AGGRESSIVE
133.84,596.12,234.01,0.9139,0.001,0.031,-0.003,-1.526,0.031,0.343,-1,-1,AGGRESSIVE
133.56,596.08,233.94,0.8436,-0.02,-0.024,0.028,-1.529,0.031,0.343,-1,-1,AGGRESSIVE
133.28,596.04,233.87,0.7733,-0.029,0.026,-0.007,-1.531,0.029,0.343,-1,-1,AGGRESSIVE
133,596,233.8,0.703,-0.029,-0.008,0.031,-1.531,0.028,0.344,-1,-1,AGGRESSIVE
